age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
59,3,148139,14,12,4,7,1,4,1,49633,1895,47,39,0
39,3,336175,8,8,2,10,0,4,0,3100,1429,44,39,1
57,3,187833,10,11,2,7,0,4,1,75203,1261,45,38,2
44,5,227869,11,9,0,9,0,4,1,45663,1937,40,39,2
47,4,65864,11,11,2,2,0,4,1,85084,1838,36,33,3
45,3,33343,15,8,4,4,4,4,0,43364,1161,37,31,0
30,3,87025,14,11,2,8,3,4,1,55520,2159,36,38,1
69,3,56185,14,9,0,6,3,1,1,98724,1796,64,39,3
21,3,495171,15,4,4,6,1,2,1,4689,2222,29,39,1
24,3,132919,13,10,6,10,0,4,1,81905,1967,59,34,3
34,0,137577,15,11,2,9,4,4,0,283,2244,15,39,0
61,3,217926,1,8,0,9,0,4,1,702,1131,30,30,2
47,3,282118,15,11,2,8,0,4,0,48752,2107,57,38,3
26,3,80972,11,12,4,12,1,4,1,57401,1893,15,38,0
61,3,83215,5,6,4,0,0,2,0,89389,1594,51,36,3
73,3,208857,15,6,2,11,1,4,1,25892,2006,70,31,0
57,3,44458,0,8,6,11,1,1,1,22118,2120,36,24,2
31,3,194080,14,12,4,9,0,4,0,69612,2195,11,32,2
52,3,159512,7,9,2,1,0,4,1,39132,2210,53,39,0
43,3,270445,11,7,4,5,3,0,0,31777,1484,28,38,2
22,3,203279,9,9,2,5,1,4,1,5258,1868,23,39,1
25,3,94489,15,11,4,5,1,4,0,85771,2406,27,39,0
22,3,258887,10,8,4,11,1,4,1,30152,1453,39,28,3
27,3,132565,3,9,2,10,5,1,1,27706,2060,57,31,3
29,3,220489,1,8,0,12,0,1,1,4959,2195,42,39,0
38,3,140480,15,5,2,2,4,4,0,1815,1958,34,38,0
20,3,52672,15,11,2,1,3,4,1,2874,1949,19,35,3
41,6,252017,15,12,4,8,0,4,1,14352,1732,49,35,0
28,6,296513,14,7,0,5,1,2,1,0,1879,26,39,0
21,3,168836,13,9,2,8,3,4,0,4659,1892,39,29,2
28,3,349711,7,9,4,11,0,4,0,9700,1529,40,30,1
43,3,124608,14,11,4,3,1,4,1,96933,1491,20,39,2
19,3,62055,9,8,2,10,1,4,0,1,1520,36,31,1
63,0,114574,1,13,0,7,0,4,1,40290,2111,49,33,2
71,3,92223,10,12,0,2,1,4,1,35501,1894,46,39,0
44,1,136842,10,6,4,13,3,4,0,5479,1717,33,36,3
28,1,623875,15,14,2,3,1,4,1,5585,2263,37,39,0
33,3,243406,15,9,2,12,0,4,1,59756,1394,40,37,0
25,3,188380,4,8,2,13,1,4,1,90,2352,61,29,1
34,3,152913,15,10,2,6,0,4,1,32475,924,59,37,3
58,3,179475,9,11,0,11,0,4,1,1603,1895,36,39,1
44,3,43644,9,8,2,0,0,4,0,62315,890,58,34,0
55,3,129398,7,11,2,7,0,4,0,13734,1715,31,35,2
48,5,169402,13,5,2,3,0,4,1,8069,1376,42,39,1
18,3,185439,13,11,6,11,4,4,1,12961,1973,35,35,3
21,3,175131,15,8,4,6,0,4,1,3,2014,47,31,0
44,3,365209,1,9,4,13,0,4,1,13115,1484,33,27,2
62,3,339190,15,10,2,9,0,4,1,65859,1764,32,30,0
49,3,83679,10,9,4,9,1,4,1,14701,674,52,28,2
33,3,57645,7,12,2,7,0,4,1,23906,2121,64,39,0
34,3,176503,13,14,4,9,0,4,1,35689,1939,64,38,3
23,3,150584,11,11,4,7,1,4,1,74234,1824,44,39,0
23,3,51954,14,10,5,3,1,4,0,1304,2126,33,37,0
22,4,95819,12,10,4,11,0,4,1,491,1599,39,39,1
51,3,129287,6,13,2,5,1,4,1,16342,2318,60,39,2
34,3,97747,0,8,2,7,4,2,1,41954,2212,27,29,0
17,3,170334,4,11,4,2,5,4,0,18300,1394,25,37,2
56,6,223677,15,11,2,8,0,4,0,30602,2062,53,39,2
58,3,80360,7,10,0,9,1,4,1,832,1592,34,39,0
50,5,235922,15,11,2,11,1,4,1,38908,2202,50,39,0
49,3,82233,1,10,2,4,0,4,1,15561,1586,50,33,2
30,3,413610,15,10,2,11,1,4,1,33710,2068,38,39,1
32,3,71941,14,7,4,9,0,4,1,32734,1943,34,39,2
32,3,274522,15,12,2,6,4,4,1,36227,1920,50,21,3
30,4,181053,11,15,2,3,0,4,0,48678,1703,35,39,3
49,3,45550,14,13,0,5,5,4,1,23893,2017,47,39,3
26,3,216444,4,12,4,6,1,4,1,20401,2073,38,37,2
40,1,430609,14,13,2,5,1,4,1,16362,2384,26,37,1
18,3,53124,1,5,2,11,1,4,1,1,1798,40,39,1
47,1,110834,1,14,2,5,0,4,0,26415,2157,34,39,1
25,3,293381,15,12,2,9,0,1,0,16457,2333,30,39,2
19,3,212257,14,10,2,0,0,4,1,1161,1279,29,32,0
45,3,143459,11,13,2,7,0,4,1,1881,1515,72,28,3
39,3,205212,15,10,4,3,0,4,1,6447,2171,43,39,0
27,3,224875,10,11,4,6,1,4,0,5317,2230,23,39,0
46,6,250681,2,9,2,8,0,4,0,27856,2068,56,38,0
25,3,121623,1,5,2,3,4,4,1,21306,2156,48,37,1
22,1,128220,15,12,4,2,0,4,0,12701,870,50,39,0
66,3,156796,15,11,2,7,3,4,0,99269,2025,38,36,0
73,1,161463,3,13,0,10,1,4,1,56779,2222,42,35,2
24,3,251607,14,9,2,11,1,4,1,1,1825,59,37,1
68,3,70367,15,7,4,9,4,4,1,33034,1692,33,29,0
22,3,148594,15,10,4,11,0,4,0,2888,1552,45,34,1
23,3,406778,10,8,2,12,0,4,1,33016,1280,34,32,0
28,0,150453,5,8,2,4,0,4,0,21914,2361,47,36,0
25,3,266321,10,8,4,12,1,4,1,20413,1513,39,32,2
31,3,214862,6,9,0,5,3,4,0,47147,1278,36,39,2
33,0,184974,3,10,0,9,3,4,0,431,1877,35,35,0
19,3,168232,15,10,2,2,0,4,1,9280,1359,49,31,1
41,5,63338,13,10,4,5,0,4,1,314,1999,26,39,1
46,3,49873,11,12,4,9,1,4,1,539,2024,57,39,3
46,3,62324,15,9,2,9,3,4,1,93584,2113,40,39,0
54,5,147014,2,5,2,1,3,4,0,5938,2083,36,38,1
43,3,262314,4,13,2,2,0,4,1,148,2224,24,39,1
40,3,68490,7,11,4,11,3,4,0,3759,2105,39,37,2
34,3,242381,5,10,4,8,0,4,1,21952,1472,28,39,0
40,1,280776,4,11,2,11,2,4,0,16033,2300,31,39,0
60,1,115741,2,6,4,9,3,4,1,5245,1557,40,27,0
40,3,99376,7,5,2,10,3,4,1,19836,765,29,23,0
47,1,190493,0,11,2,5,1,1,1,8813,1854,51,29,2
25,3,99052,10,9,2,8,0,4,1,92,2252,41,39,1
42,3,106837,1,8,4,11,1,4,1,435,2184,47,32,0
61,3,221784,14,12,0,7,5,2,1,68670,1627,43,37,3
32,3,250706,4,15,4,5,1,2,1,6567,2339,40,39,1
30,0,211525,15,13,2,6,1,4,1,81232,2252,69,28,3
25,3,140404,13,14,0,2,2,4,1,60841,1757,50,39,3
26,3,225168,15,11,4,5,0,1,0,2318,2388,46,31,1
18,3,188180,10,10,2,1,0,2,0,435,2049,38,26,1
26,3,308199,3,9,2,2,1,4,0,35068,1814,48,32,0
23,3,82300,15,8,6,9,2,2,1,2185,1648,29,35,2
58,3,135549,12,13,0,1,0,4,1,55167,1692,32,39,0
49,6,277118,14,12,4,6,1,2,1,14594,1580,26,21,1
22,3,285311,15,12,2,4,1,4,1,12846,1886,51,39,2
30,3,73371,13,7,2,3,1,4,1,13518,1775,30,36,1
36,4,242955,1,10,0,5,4,4,1,42087,2329,54,37,2
34,3,314790,10,10,0,13,4,4,0,81375,2298,31,39,0
46,0,232270,0,10,2,8,4,4,1,29550,808,46,37,0
44,1,383995,15,8,4,7,0,4,1,41,2325,37,35,1
57,6,295192,7,13,0,11,3,4,1,40468,2404,58,39,0
40,3,132107,15,8,2,12,0,4,1,20650,2127,43,34,0
68,3,205278,5,8,2,9,0,4,1,60381,2232,55,33,0
43,1,320410,8,12,4,5,5,2,1,3510,1831,62,33,2
57,0,177692,0,7,4,8,1,4,1,3828,1673,41,35,0
31,3,45632,11,14,2,11,0,4,1,7067,2109,48,38,2
28,3,526423,3,9,4,8,3,2,1,6416,1686,53,24,0
38,3,121801,2,10,2,3,4,4,0,16111,2358,46,35,0
47,3,119273,3,15,4,2,3,4,1,95125,1652,51,39,3
17,3,20469,6,10,4,4,1,4,1,19853,1631,38,39,0
62,1,106593,13,6,2,4,0,4,1,18,2149,47,39,0
31,3,182050,13,10,4,3,0,2,1,149,2160,22,39,1
46,3,136722,1,8,2,6,1,4,1,80194,1424,58,24,1
41,3,301822,4,9,2,12,0,4,1,72217,1565,47,32,2
47,3,65619,3,13,6,6,1,4,1,82818,2363,39,31,0
49,3,188001,9,9,2,6,1,4,1,11546,1760,49,35,1
22,3,114013,15,11,2,10,0,4,0,1087,1579,56,39,2
51,3,145979,0,8,6,9,4,4,1,259,1349,23,39,0
40,3,314015,8,12,6,8,0,4,0,658,2170,54,32,3
29,3,187412,15,8,2,11,3,4,1,90035,1928,53,34,3
34,5,252911,1,10,4,11,4,4,1,20413,1087,72,39,0
52,0,213698,12,4,2,12,5,4,1,339,1640,44,30,0
37,3,249466,8,12,4,5,3,4,1,10307,2081,63,32,2
33,3,385100,15,12,4,11,1,4,0,14006,1086,49,34,1
39,3,175983,15,14,4,3,0,4,1,10877,1201,68,39,2
34,3,275897,15,9,2,5,4,4,0,3276,1904,21,39,1
24,3,292182,14,5,5,3,3,4,1,29529,1025,21,36,0
21,3,344559,15,10,4,5,1,4,1,96896,2333,38,30,3
19,3,285081,5,9,4,7,3,4,1,13,1100,35,32,2
26,5,76122,7,7,2,9,1,4,1,6268,2112,53,25,0
30,3,209459,4,8,2,5,0,4,1,29159,1982,61,31,3
52,3,128681,9,8,2,12,5,4,1,29705,1953,49,39,2
61,1,207889,9,14,0,13,2,4,1,18,1895,56,38,2
52,6,350222,8,7,2,10,0,4,0,15268,1792,20,29,2
24,3,197090,1,13,4,11,1,1,1,94787,2111,34,37,0
44,3,69357,1,5,4,11,0,4,0,13131,1849,37,29,0
22,3,215374,15,9,6,12,0,2,1,26343,1996,50,31,2
68,3,56105,14,9,4,1,0,4,1,54503,1957,32,38,0
50,3,146165,1,11,4,6,0,4,1,95154,2322,49,32,3
32,6,157347,13,12,4,10,3,4,1,69873,2282,52,32,2
30,3,244362,13,5,2,12,3,4,1,24014,2141,33,29,1
20,3,253927,12,6,2,11,0,4,1,5892,2220,39,29,0
43,5,167164,11,12,2,1,1,2,0,1990,2144,24,39,1
32,0,209653,0,7,2,5,0,4,1,22932,1732,35,39,0
59,1,121537,14,10,0,4,1,4,1,32545,2171,25,32,2
38,3,83122,14,9,0,11,0,4,0,1401,779,33,39,1
49,3,123154,13,12,0,11,0,4,1,978,1919,45,36,0
40,3,105455,15,9,0,3,0,4,1,35658,1894,59,37,0
60,4,189172,15,9,0,11,0,4,1,3752,2279,43,39,2
48,3,292928,11,10,2,5,0,1,1,10116,1313,26,35,0
54,3,210521,1,4,4,6,0,4,0,59300,2203,30,31,1
25,3,188117,15,14,4,7,1,4,1,48206,2120,37,39,2
30,3,188906,14,10,0,2,0,4,1,22659,2150,41,32,1
26,3,344275,13,11,5,6,1,4,0,68773,1572,38,31,1
35,3,97822,10,6,4,0,3,4,1,35570,1641,42,39,1
52,3,277761,8,6,2,11,3,2,1,49533,1642,19,31,1
26,3,276705,10,12,3,8,1,4,0,58318,2154,40,31,3
21,3,289245,3,13,4,2,0,4,1,3922,2043,34,39,0
38,3,82749,15,10,2,8,0,4,0,4755,2371,45,36,2
53,4,130031,14,15,2,5,0,4,1,522,2016,41,39,0
27,3,129136,11,13,4,6,3,1,1,64336,1457,68,37,0
35,3,79012,5,9,2,10,0,4,1,5296,2129,36,31,0
74,3,156271,14,11,2,11,0,4,1,26749,763,52,33,0
29,6,567803,15,13,0,6,1,4,1,91314,2326,71,39,2
51,1,120396,1,14,2,7,3,4,1,86668,1636,53,37,3
51,1,293018,15,8,2,13,4,4,1,58535,1923,45,31,0
41,3,92448,15,8,2,1,1,4,0,5360,2198,56,27,2
18,4,448397,15,9,4,1,0,4,1,5237,2019,38,30,0
39,3,360962,15,10,5,13,0,4,1,2507,1157,57,36,0
22,3,210913,11,7,6,13,1,4,1,3610,2141,35,27,0
52,3,121020,13,16,2,10,1,4,1,9230,1906,33,39,0
32,3,212092,15,11,2,2,0,4,1,8542,1994,43,32,1
38,0,378717,4,12,2,4,0,4,1,15994,1856,60,36,2
45,3,304720,7,8,2,12,3,4,1,5548,2215,36,35,2
35,3,292695,13,10,2,3,1,2,0,52,2093,52,39,1
61,0,368780,6,6,2,3,4,4,1,57803,2044,61,39,1
29,3,169141,15,13,2,4,0,1,1,18066,1189,54,39,3
48,3,126949,7,8,2,7,0,4,1,6045,2400,26,29,0
34,5,208014,13,10,0,9,0,2,1,45801,2026,45,38,1
44,1,58393,14,12,2,8,0,4,0,3,2320,48,39,0
25,5,177811,15,16,2,7,1,1,0,4152,1861,33,32,1
47,5,284384,15,8,4,7,0,4,0,1720,1545,3,39,0
32,3,84961,15,13,2,6,4,2,1,3256,2394,55,39,0
35,3,370808,2,10,4,4,0,4,1,40993,2280,40,33,2
52,3,234369,4,13,2,10,0,2,1,61494,2015,41,32,3
35,3,401469,5,8,4,4,0,4,1,5696,1307,32,35,2
54,6,174278,14,13,2,11,0,4,1,82250,2274,43,35,1
40,4,105704,15,14,2,11,5,4,1,97749,2163,59,39,2
59,4,61105,14,13,2,5,3,4,0,42913,1871,35,38,0
31,6,144574,9,10,5,2,0,4,1,1468,890,35,39,0
60,3,241223,15,7,2,9,2,4,0,45797,2094,38,34,3
27,3,186434,15,11,2,6,0,4,1,7703,1487,29,34,0
28,3,169435,7,10,0,9,3,4,1,34415,2071,49,32,2
50,3,337670,14,11,4,8,0,2,0,1733,2217,24,35,1
26,3,355604,13,13,0,11,4,2,1,49831,1970,58,39,0
36,3,150298,14,13,4,11,1,4,1,15168,2259,50,39,0
22,3,239899,5,12,0,12,3,4,1,621,1855,37,39,0
22,3,136047,14,11,4,7,0,4,1,18649,883,40,34,0
49,6,129253,13,11,2,13,2,4,1,95695,1723,59,34,1
27,4,83595,15,15,2,12,4,4,1,27448,2298,46,39,0
54,3,65212,13,16,4,3,0,4,1,44347,2124,49,27,2
51,3,238899,15,10,2,12,0,4,0,17,2041,50,27,0
25,3,265847,2,7,4,13,0,4,1,296,1653,33,39,1
35,3,80757,12,10,2,2,3,4,1,27608,2144,52,29,2
27,3,140101,12,16,0,3,3,1,1,23732,1784,32,33,3
57,3,240390,8,9,0,3,4,4,1,99709,1967,47,35,2
35,3,82021,15,14,2,7,5,4,1,10765,1915,53,35,0
43,3,210774,1,11,4,10,3,4,1,5539,2159,41,39,1
22,6,243666,15,13,2,4,3,4,1,10014,1197,31,39,1
21,3,261251,5,7,2,12,2,2,1,70618,1881,49,39,1
25,1,72484,8,13,2,3,0,4,1,7901,2220,52,39,2
53,3,61312,15,14,2,12,4,4,0,7590,1585,28,39,3
26,3,84665,15,13,2,4,1,4,1,15143,2304,45,39,0
29,3,194195,13,11,4,8,0,4,0,65420,2234,46,39,0
45,0,199688,1,9,2,10,1,4,1,697,1238,28,39,1
42,1,216793,8,11,2,1,0,4,0,91891,2168,46,37,0
29,3,284495,8,8,4,12,0,4,1,0,2257,24,35,1
38,3,349346,15,7,2,1,2,4,1,36934,1823,35,36,0
18,3,414515,5,7,4,7,3,4,1,70713,1477,27,34,1
47,1,198676,11,10,0,3,0,4,0,2140,1920,24,33,0
56,3,364715,15,10,2,2,0,4,0,90,1973,36,35,0
26,3,200301,15,9,2,5,0,4,0,19897,1683,11,39,0
35,5,462879,11,11,0,8,1,4,1,7930,2380,56,39,0
45,3,187611,2,12,2,2,4,4,1,10489,2319,54,31,2
34,3,34153,6,9,0,9,0,4,0,1490,2226,36,39,0
24,3,80801,12,11,4,9,1,4,1,31987,1742,43,39,2
36,3,131375,15,11,2,5,1,4,0,33064,1885,36,30,0
68,1,248921,5,12,2,2,0,4,0,16574,1561,33,31,2
18,3,211637,1,10,4,1,1,2,0,44062,1908,52,39,0
31,5,410650,15,11,2,10,1,4,1,1482,1804,30,32,1
31,3,194354,9,9,4,3,0,4,0,5946,733,20,37,0
30,3,160798,15,12,2,12,1,4,1,38521,2037,61,37,2
26,3,112905,0,8,2,11,0,4,0,3097,2304,42,34,0
68,0,57275,9,11,4,7,0,4,1,99592,1678,48,39,1
42,3,153912,7,4,2,3,0,4,1,1773,2261,27,29,1
20,3,268338,15,11,5,9,1,4,0,25954,2110,28,39,0
22,3,312463,11,9,2,5,0,4,0,13503,1844,34,37,3
25,3,393109,15,10,2,13,2,4,1,61149,1694,35,37,1
45,3,68404,13,13,2,11,3,4,1,8967,2190,51,39,3
58,0,483362,3,4,2,2,3,4,1,94028,2075,68,39,0
26,3,243604,13,7,6,7,1,4,0,12905,1609,42,39,1
36,3,130437,0,10,2,13,1,4,1,8137,1374,43,39,2
51,3,118454,9,7,2,9,1,4,1,31769,1597,56,36,1
63,0,175370,9,8,0,12,0,4,0,1548,1799,30,39,1
17,3,240013,2,1,4,10,4,4,1,970,2247,33,33,0
43,3,83193,6,8,4,13,0,4,1,74856,1276,45,39,3
22,4,216722,12,12,6,5,4,4,0,2349,2159,24,39,1
32,3,116470,4,14,4,10,1,4,1,38256,1908,16,39,0
42,4,34496,7,9,4,7,0,4,1,2120,2400,30,39,2
27,3,214838,14,11,4,6,3,4,1,460,1844,49,39,1
52,3,241487,15,12,4,6,0,2,1,77151,2345,47,38,2
38,3,214407,15,10,2,6,0,4,0,9952,1747,37,39,1
25,3,315000,2,12,2,5,3,4,1,121,1783,27,39,1
67,1,274028,3,10,0,9,3,4,1,56297,1273,40,39,1
45,3,42620,11,11,4,3,4,4,0,1585,1487,36,33,2
66,3,275807,5,6,2,9,0,4,1,1110,1777,64,30,3
32,3,72893,7,11,2,1,1,4,1,3905,2330,73,36,0
18,3,425788,15,6,2,2,1,4,0,2401,2210,22,36,1
28,3,38245,6,10,2,3,5,4,0,13252,1507,32,37,0
49,3,191083,9,8,0,4,1,4,1,78747,1981,29,39,0
47,3,329354,11,8,2,12,1,4,1,2092,1925,17,39,1
27,3,197971,2,14,2,3,0,4,0,99436,2330,28,39,0
29,3,114908,12,9,2,3,0,4,1,39404,2030,45,37,3
40,3,144758,15,11,2,9,5,4,1,5391,1875,52,35,2
18,3,391560,14,12,4,3,1,2,1,228,1210,46,28,0
32,0,302696,4,10,4,1,1,4,1,8,1483,41,31,0
18,3,473104,12,8,4,4,0,4,0,1104,1113,34,32,0
45,3,123636,15,13,4,3,3,1,0,20472,1330,45,39,0
45,3,243181,15,10,4,8,0,4,1,29531,1492,54,39,0
33,3,137955,11,12,2,1,1,4,1,52924,1798,17,39,0
61,6,158603,14,8,2,11,5,4,1,76232,2096,53,32,2
62,3,88649,3,12,2,1,0,4,1,29922,1500,63,37,1
28,3,157657,15,8,2,6,3,4,0,46486,1828,32,31,1
41,5,92387,12,5,0,8,0,4,1,8986,2329,54,33,3
34,6,306593,1,10,2,6,0,4,1,96871,1575,53,35,0
38,3,37421,9,14,0,1,0,4,0,33198,1176,27,35,1
43,3,325653,13,6,2,3,0,4,1,43209,2164,44,39,2
77,5,154533,15,9,4,1,3,4,1,67240,2316,52,39,2
45,1,337755,15,7,0,9,4,4,1,88726,2020,46,34,0
42,3,138459,13,9,4,11,3,4,1,71769,1650,49,39,2
18,3,93109,14,10,4,3,3,4,0,291,1690,44,31,0
61,1,166929,9,8,2,11,0,4,1,78804,1955,35,32,2
31,3,336035,14,13,2,6,1,4,1,94060,2099,41,39,2
23,3,94995,2,13,4,5,1,4,1,1425,2389,43,39,1
46,3,156095,15,16,4,7,0,1,1,43319,2023,40,39,0
37,3,112786,1,10,4,2,0,2,1,338,2060,38,36,0
40,3,124210,8,12,2,13,0,4,0,2799,1684,40,39,3
56,3,294861,13,11,4,11,3,4,1,1360,2107,57,33,2
59,5,74664,5,12,0,3,1,4,1,14679,1571,20,39,0
46,0,209369,7,8,2,4,0,4,1,65758,1219,38,32,1
38,3,113321,3,9,4,7,0,4,1,72575,2216,35,35,0
36,3,333955,14,6,0,3,2,4,1,10150,1899,40,29,0
50,3,281572,12,12,4,9,0,4,1,15826,2214,38,29,0
21,3,64321,12,12,2,6,3,4,1,44335,2053,54,37,1
45,3,194076,5,6,2,12,0,4,1,42860,1289,38,37,1
53,3,135976,11,10,2,6,0,4,1,54597,2000,42,39,2
20,3,41234,6,14,4,3,1,1,1,5672,1985,13,39,3
19,4,310578,14,9,2,13,3,4,1,7631,2263,56,39,0
20,3,115417,14,7,4,8,0,4,1,15866,1455,47,38,0
45,3,209690,15,9,0,4,0,4,1,2663,1639,57,32,0
55,3,430868,9,10,2,12,0,4,1,75666,1760,60,38,3
47,1,128389,15,9,4,11,3,4,1,84424,1333,51,39,0
31,5,218994,7,8,4,12,0,4,1,72377,2265,37,39,2
28,5,223159,14,10,2,1,3,4,1,2113,2106,38,36,2
72,3,76474,10,8,4,6,0,4,1,97858,1785,54,39,0
43,3,266184,14,8,0,6,4,4,0,56422,1631,32,36,0
25,3,273761,12,14,4,11,3,4,1,80999,1065,44,39,0
17,3,170259,5,7,4,8,5,4,1,75,1585,38,34,2
57,3,384377,14,16,4,13,0,4,1,9636,2125,36,39,2
36,5,95206,14,13,2,2,1,4,1,30360,1955,52,27,0
46,3,138191,6,14,2,13,0,1,1,79677,2396,53,37,1
56,1,215957,15,9,0,3,0,4,1,50192,1972,58,33,0
39,1,162175,2,12,4,8,0,4,0,5520,1256,64,30,2
20,5,396663,10,10,4,13,0,4,0,9130,2063,37,39,1
50,5,173647,4,12,6,1,0,4,1,12560,1981,20,35,2
26,3,151209,15,13,2,9,1,4,1,17975,2054,35,38,1
62,3,79800,11,11,2,8,0,4,1,192,1513,65,39,0
43,3,114672,11,11,0,13,4,2,0,5355,2391,56,36,0
46,3,112644,0,8,4,10,0,4,1,32,1118,24,35,0
57,3,139890,15,8,4,0,0,2,0,8581,1773,17,39,0
